"Performance.KDTMean","Performance.MAMean","Performance.MVMean","Performance.TBCMean","Performance.DDCMean","Performance.DMSMean","Performance.AEDMean","Performance.ADMSLMean","FatigueLevel","Performance.Task"
0.00174765108430648,0.0974828786519444,0.115366961041514,-0.0780799336172567,-0.0644266383283477,-0.0128182437021113,-0.0383549754979811,0.0522370512801697,6,"Work"
0.00284587065317032,0.0982622992054559,0.099363152696275,-0.0871716186314647,-0.0597855567230348,0.0319322728823441,-0.00577127284649262,0.129379280833225,2,"Work"
0.00252917664982071,-0.0265953553261058,-0.0186799548770107,-0.100137246061726,0.0203368459596183,-0.0141844446349356,0.0164356662780131,-0.0611558473042853,2,"Work"
0.000579997881490802,-0.00718147989616267,0.0101948265585777,-0.101859885880582,-0.0644266383283477,0.012204319679483,0.0520889535247407,0.045739197809077,2,"Work"
0.00288704488675157,-0.0196166818886336,-0.00880946624838737,-0.0730675134570734,-0.0275288866323603,0.000768671105635743,-0.0344908801632771,0.0256172408087213,3,"Work"
0.00129626694894543,-0.0191067932986175,-0.00597108817373775,-0.0910274975141239,0.0324238653321671,0.0135532217558089,-0.0211193447380577,0.0606862020043223,3,"Work"
-0.000759644054371079,0.00393155128008914,0.0134896933915074,-0.0901224398375213,0.00719771071702084,0.00538530953395877,0.0132871813547987,0.0236129808929404,3,"Work"
-0.000509513398345758,0.0961502157381824,0.0967813650458735,-0.102984301000786,0.342285961494999,0.014435007822555,0.00118136316240523,0.00715740037768885,3,"Work"
0.00190000035876482,0.0465779360840517,0.0513961409741106,-0.105636726001201,-0.0169077789532217,0.00387896635806027,-0.0256264330920573,0.0203901852670724,3,"Work"
0.000913799110747562,-0.00617424585602854,0.0062528070718583,-0.0918052412918793,0.00533698502117304,-0.00860292814151154,-0.0232113988417027,-0.00869814868222079,3,"Work"
0.00101164847339872,0.0735282307084502,0.0817434279003595,-0.105434387409298,-0.0359201656232996,0.00105758840265731,0.0727618855035211,-0.000388010525363484,3,"Work"
-0.0004932995048571,0.0233303363025661,0.0352431336144288,-0.101998922802542,-0.0035629984776047,-0.00360698192963775,0.00947158056140556,0.0276564523846315,3,"Work"
0.00163269266131002,0.0222495252423017,0.0326166345706588,-0.105737228610982,0.0370121981125431,0.00855220812922591,0.0562497039035682,0.0114152254159394,3,"Work"
0.00271607822452763,-0.0327275073554918,-0.0207370155584371,-0.104215518313917,0.0104241126785297,-0.0116525959091487,0.016250818047252,-0.0136151331593996,3,"Work"
0.00571731747646818,-0.0264523165206559,-0.00972566300614812,-0.0953535341845016,0.0558289111844077,-0.00212850491287888,0.012744506610642,-0.0242473745515122,3,"Work"
-0.00395965698135531,-0.0767331566681357,-0.0588328581530921,-0.0912015757608173,0.0422144842132869,-0.00932873772828156,-0.0252700454193042,-0.034630339202005,3,"Work"
-0.0229554091397484,-0.065231305671397,-0.0517203852848083,-0.0907206617451272,0.00667364847530938,-0.00506143519930899,0.0856467463399471,-0.0535402828167304,4,"Work"
0.00740621949137356,-0.0780840131355133,-0.0590165402614062,-0.0775287810062218,-0.0070178468553493,-0.0171919293254223,0.00836334415137453,-0.0713996334001898,4,"Work"
0.0054203636691992,-0.0981951382901475,-0.0956080404192182,-0.0966946238384534,-0.0644266383283477,-0.00302902467685697,0.339046301497907,-0.0629854971570149,4,"Work"
0.00441994629470733,-0.047187110505453,-0.0175115635596434,-0.0713817789865225,0.0345975284071922,-0.0171990053634397,-0.0601069766150499,-0.0418571813345079,4,"Work"
0.00113054884353754,0.0494815526699541,-0.0470860565362824,-0.0999407186025933,-0.0388939484149524,0.0107862238541415,-0.0549919143090082,0.0412533236636983,4,"Work"
-0.000277555438672392,-0.00757903672656291,-0.0617379176305864,-0.08770521382201,0.0279996974132614,0.020272441566062,0.0622387998585248,0.0740373097288256,4,"Work"
0.129432132543953,0.0529574862698514,0.0205570154803134,-0.0305168779192329,0.0151571892000197,-0.00706584578488621,-0.0533505169170784,-0.0139909035109329,4,"Work"
0.011325215212055,-0.0786768846632969,-0.0635205892567218,-0.0658125690514133,0.0443780507196178,0.00191298838488439,-0.0402285401957479,0.00863515012263164,3,"Work"
0.00307633655991028,-0.0694951258358947,-0.0558099322163786,-0.10568249216444,0.0138407655055677,0.00865110752711803,0.0160217815847081,0.00660484681208255,3,"Work"
0.0000744380432537815,-0.0185556606199705,-0.00628653153190817,-0.0627497703242823,-0.0644266383283477,-0.00219637909162055,-0.0128298669504828,-0.0261214827288961,2,"Work"
0.000503311985847431,0.138835666522866,0.125437914497544,-0.103969442601697,0.222456316004961,0.00558530531333392,-0.0010284851195472,0.0449209105173297,2,"Work"
0.00156949807027977,0.0384279639948925,0.0422076422840091,-0.0870613665353145,0.0342773949623228,-0.00879804916891455,0.0529109959433712,-0.0205040507122231,3,"Work"
0.00389802363034948,0.00702511319134999,0.0100797954557021,-0.0985364824121424,-0.0126797559590655,0.00131439688033727,0.00490931318276238,-0.0229804656215338,4,"Work"
-0.000504250904060142,-0.0093759453537529,0.00299786663706397,-0.104013930722565,0.024292126962944,-0.00638594389991381,0.0141489208695328,-0.0185930133934091,3,"Work"
0.0273129374796847,-0.0619477588989468,-0.0471885166604569,-0.0489439544109178,0.0248211088644662,-0.00340454651220749,0.0203607036272362,-0.0299741947536739,3,"Work"
0.00121146416526133,0.0197932787007468,0.0185877506784067,-0.0861626929553373,0.0355959888386436,-0.00482915376260602,0.0214185877705675,-0.0189913043831405,3,"Work"
0.000261936279734338,0.0711092609008917,0.076768232968068,-0.104789764730525,0.0174414895646926,0.00463298642973474,-0.0147012236394941,0.0567665096518356,3,"Work"
0.0271068268915156,0.0817790274855004,0.0886249273065302,-0.0822253668190258,0.00805056985075539,0.0108310769287021,0.0475971629914868,0.043148752771793,4,"Work"
0.00531886850882824,-0.0213412250863663,-0.00854843088944216,-0.0996027343264006,-0.00626361453758406,0.00588086860232294,0.0538993775149994,-0.00835553115226663,4,"Work"
0.0195675002379272,0.0316785370111479,0.0410379293828674,-0.0838189937250147,0.00799205148657621,0.0212747266675669,-0.0138624893461564,0.108745314197067,5,"Work"
0.0186678677244327,0.0264677018760762,0.0301767578356082,-0.0891025103306317,-0.0109921550507345,0.0107767677310468,0.0576879454279487,-0.0175461341556054,4,"Work"
0.0864034627484637,0.0099218731058442,0.0043298357818338,-0.0366470775679473,0.150964868106653,0.0142631393139698,0.0304885441864235,0.031982601008782,4,"Work"
0.0100409349539867,0.0153430006158098,0.0206008191666621,-0.0830277525525302,0.104417495025991,0.000858153047845319,-0.00375376629831406,0.0414182933221328,4,"Work"
0.000932087552790718,0.0480292401488044,0.0524185005394614,-0.0838362809587959,0.00656909062881573,0.00719333670715456,-0.00645850933130069,0.0515254396494495,3,"Work"
0.00950287003731184,-0.00324831012075543,0.00161666378084571,-0.0987336963117094,0.0455229268576115,0.00487341091813839,0.00154057608616427,0.0243963595617971,3,"Work"
0.00607806037673916,0.0161103528819579,0.0213705649304411,-0.0651588711681596,0.0276263762503347,0.0149060570974467,-0.00728409542049398,0.0691991880460379,4,"Work"
0.00101281136004656,-0.0623428103256951,-0.0436848518892755,-0.087816212896973,-0.0644266383283477,-0.0185050767339201,-0.00398335227230228,-0.075362689976825,3,"Work"
0.00360481973338682,0,0.016396107621369,-0.0611463321212709,-0.0253007761053429,-0.0139563144404519,-0.00218005412235369,-0.0525758434617073,4,"Work"
0.00499542990887536,0.0165368288646434,0.0200448497805566,-0.0717255509109141,0.0406340592757004,-0.000141302794971953,0.00659778363135787,0.00515414009730289,5,"Work"
-0.000205662085601176,0.0191041735554406,0.0280114513232182,-0.0974251811056151,0.0333230744336542,-0.00679958609078799,0.0149190623877176,0.00564167661872928,5,"Work"
-0.000324049295417867,0.0961156832875518,0.0899421411532001,-0.0980170167785934,0.0236181699414922,-0.0108159208493447,-0.0243451092498294,-0.042992469922631,4,"Work"
0.00981726084114024,0.0677679361662845,0.0643807391686398,-0.0799743603330319,-0.0121722979475176,-0.00927746473989787,0.022765795446253,-0.0247214041915218,1,"Work"
0.053292769789353,-0.0428022980419347,-0.02939344933886,-0.0522355483361607,0.0684441276069845,-0.00111892283307946,0.0265283644000819,-0.007393354465692,2,"Work"
0.0914913516883919,0.053982980448643,0.0637798426685064,-0.0572081979692994,0.20819257511321,0.0147791227551255,0.0490645558804154,-0.000283756541698431,2,"Work"
0.0669981360365482,0.00297878238821272,0.00651601344328325,-0.0664016078657986,0.0355224645996516,-0.00731206743817047,0.0113137603839502,-0.0393225245836921,2,"Work"
0.000611651826732704,0.00916746513575048,0.0091545460783641,-0.0841522019653363,-0.0190136932592981,-0.00892295265690435,-0.0233794856615408,-0.0137803431835047,2,"Work"
0.00431119937959663,0.0624659251595101,0.0646273522970243,-0.0870660075748276,-0.0371476170212436,0.0166208711274115,-0.00487309068569618,0.0476047686597972,3,"Work"
-0.00183900393538286,-0.0841585020541507,-0.0733255193439906,-0.103581634126977,0.0112167762636343,0.0512729823975032,-0.00512411723914821,0.134580136421094,3,"Work"
0.00175799165323647,-0.0744932786553497,-0.0582777107151436,-0.0895605810807558,-0.0407501939534187,-0.00423401503452892,-0.025886336552391,-0.00872856103333585,3,"Work"
0.00105604365394441,0.02073649747681,0.0199561585497058,-0.0834190909066244,0.0644334431602652,0.0417515137853966,-0.00138449467420231,0.10780391322114,3,"Work"
0.000458044593279265,0.00416909301121459,0.0148162742414506,-0.105934854677875,-0.02572756874866,0.00263832774296699,0.0138220047860958,0.0141767433718639,4,"Work"
-0.000876681124945992,-0.00961580700619868,-0.0025043869668665,-0.0970292113326647,0.20270560900065,0.00876238561946458,-0.0257202016174014,0.0454233772866839,4,"Work"
0.0028693443762821,0.0742099314768013,0.0667695675702645,-0.0885801277414118,0.015638113076655,0.0192862353045245,0.0407969805909095,0.040312366931373,4,"Work"
-0.000559023778925881,0.137714792529863,0.133784585617251,-0.102871179435452,0.137954046012548,-0.002251225329658,-0.0298928843057979,0.0052780591747221,3,"Work"
0.0989762314896963,0.169724756369553,0.155702451242957,-0.0734235851349198,0.109286828625973,0.115429261976789,0.0415847183110337,0.323118940208578,3,"Work"
0.00177696032273891,0.0475096868537163,0.0483795794271633,-0.0995140210388254,-0.00418642373525096,0.0355351050783755,0.000787927266455973,0.237570514895199,4,"Work"
-0.0000170093129798098,0.0561891750682088,0.0672264704510596,-0.102775432193464,-0.0119219308450914,-0.00576159959498147,0.00963927450170183,-0.0347272040175647,2,"Work"
0.175984527974199,-0.00564888601403298,-0.00504236934162794,-0.0796803730792186,0.0266456551078999,-0.00685353105189447,-0.0249702613174438,-0.0259560411656631,2,"Work"
-0.000401171271267176,0.00135404754482389,0.00787952758770226,-0.0953597805936614,0.14470085568611,-0.00384604966400069,-0.00615633867199663,-0.0192825154017315,2,"Work"
-0.00636566822168314,0.114755141759456,0.096544796086734,-0.0997915186580917,0.0752941683229824,-0.00407415566201045,0.0705591844608833,-0.0109951173686137,2,"Work"
-0.000840075654094451,0.0466075315989633,0.050224681127557,-0.10423136894221,0.0570842382016751,-0.00491751116930684,-0.0347208482791971,-0.00433539273552105,2,"Work"
0.0918401192366729,0.129483803330058,0.111966145586978,-0.0617843661362514,-0.0212861914342387,-0.00752259780815083,-0.0103258124479366,-0.00034218767719201,3,"Work"
0.00236555539060085,0.0515190478285296,0.0524393525613122,-0.0848526921766591,0.000495103898600437,0.00506663043195874,-0.00777347865015726,0.0242664471172088,2,"Work"
0.0100212759842146,0.0611481598298173,0.0591045082052192,-0.0808373031607073,0.020880807729938,0.0379867662248669,-0.0437899439240851,0.142081931847479,2,"Work"
-0.000128352281700235,0.103354033525055,0.0904454531396646,-0.105158674718126,0.0253317668347585,0.0297465458112181,-0.0406016271380725,0.168830954848174,2,"Work"
0.00434663640264868,0.12633045031247,0.130183089001809,-0.0620360476216499,0.0262314857451024,0.0904396404186531,-0.0351427269622196,0.375827112660846,3,"Work"
0.0023712008469802,0.106417279717433,0.101784980767966,-0.0531201823395458,0.0214294503536141,0.0172572351366273,-0.0441187679073038,0.133843777592886,4,"Work"
-0.0229554091397484,0.0322560876266404,0.0307656963217635,-0.00453792837218275,-0.0644266383283477,0.0217333976935977,-0.00859187767054862,0.0817546987907741,2,"Work"
-0.00054091807135446,0.0407355132192833,0.0546042903500698,0.00130265540879606,0.0746299498517234,0.00251634704368169,0.00469591829078922,0.0401844314296228,2,"Work"
-0.00229784653483457,0.0771269025453775,0.0657661426622611,0.063527439191004,-0.0408767728531171,0.0299703284952898,0.00135739871892805,0.154022072401687,2,"Work"
0.00187638735646428,0.0223393314187056,0.0254624853846045,-0.0316470723661643,-0.0589877883638452,-0.014303510797592,-0.0355701376975617,-0.0260840550356922,3,"Work"
0.00505188206968963,-0.0135923577286559,-0.00255019080834175,-0.00834920082777401,0.0460149358153861,0.0032339518672204,0.0145231885533973,0.0068059535684334,4,"Work"
0.00404326455278391,0.00419476489948371,0.013902288284149,0.0459878223519965,-0.0102171189201396,-0.00780302940554531,-0.0121359072113021,-0.027814181388445,3,"Work"
-0.0022226709092412,-0.00237307563781559,-0.000542497643116437,0.0343072082800124,0.0334276482341122,-0.00605270913289187,-0.00605405748221461,-0.00552322921483808,3,"Work"
0.00115458398436592,0.0121322231915984,0.0203418983770552,0.0860025218418714,-0.0555969902724626,-0.00250461500633738,0.00285679176567446,-0.0200764167324016,3,"Work"
0.0109586244880045,0.0497916575352767,0.0453082818628964,0.129140243059665,-0.0265628521951729,0.00785981972893898,-0.0142054111466489,0.073538442600799,3,"Work"
1,-0.0079163736726202,0.00476801931290485,0.0972604412176799,0.0593118628356512,-0.0011155395567334,-0.0301440789732873,-0.00779906270942682,5,"Work"
0.00348152392630958,0.0357972519839424,0.0425530754110258,-0.0171877477834602,-0.0205873239915179,-0.000940673084593645,-0.0143617829449513,-0.00806738866721688,3,"Work"
0.00137302172088436,-0.00389342350461403,0.00668379304478757,0.154069688347718,-0.041632641782108,-0.00231263732226309,0.00242868210659206,-0.0427951214177045,2,"Work"
0.00517426099507418,0.0379676903689803,0.0518708535603856,0.0356143721399428,-0.00676784365448653,-0.00135125086665199,0.0344806008005632,0.00556138386484084,5,"Work"
-0.0229554091397484,-0.0492868939106858,-0.0291333239441323,0.0546295581373642,-0.0198980511536588,-0.0113162218670098,-0.0240007249230702,-0.0326477220909747,3,"Work"
0.000349034794197211,0.0405393418260223,0.0538507794677875,0.0620530237933837,0.040690304492867,-0.0081832261690144,-0.0109178943938014,-0.00800532314509432,4,"Work"
0.00483805515610561,0.0275875235756125,0.0159499071679395,0.00759453460290293,-0.00106913222693033,-0.00376370102296224,-0.0228486405579822,0.0438146760110831,4,"Work"
-0.000818227051256462,-0.0426124991701564,-0.0673351376980156,0.0928741937771866,0.0574457773911639,0.000950866173926824,0.0275717775666426,-0.00966681144380985,2,"Work"
0.00200989163870197,-0.040769090624758,-0.035126091631689,0.0461589894820028,-0.0124520781425387,0.00716005053274714,-0.0165494785159505,0.051810457118087,2,"Work"
-0.0022510807720944,-0.0142767240903603,-0.0111652395501714,0.079666462750306,0.0363692805550921,-0.000674927859973439,-0.0142834329768808,-0.0144570056457226,3,"Work"
0.00305926043078686,-0.0576496748715047,-0.0492787592959072,0.151600268161919,-0.0141644132517942,-0.00825765661385741,0.0322804685362144,-0.00998002165265184,3,"Work"
-0.00562655330529463,-0.0988005654315173,-0.0812701626743101,0.16258033159347,0.0193553670955989,-0.00723687570969251,0.0135304724414257,-0.0416211600635533,3,"Work"
0.000105078037664354,-0.0314855303738571,-0.0244201735940595,0.0782857156145731,-0.0511710401749158,-0.00953433367336657,-0.00842980050825447,-0.0342003847298682,4,"Work"
0.00089536928252115,0.16950739301717,0.137699292684573,0.0478723234224404,0.0327783126585734,0.0139739758848112,-0.0128815631214584,0.0717030482417549,3,"Work"
0.014076135814281,-0.0820406366473538,-0.0707715685603021,0.0860062858345474,0.01771108599442,0.0216798872094012,-0.0156421659960842,-0.0217005769971084,5,"Work"
0.00112113455980527,0.0408185716956071,0.0517297268836174,0.0682960078885957,-0.0245718355287774,0.00467208793645274,0.00450366205704567,0.0694912655485647,1,"Work"
0.00334852140444187,-0.0334047502372231,-0.0251522207559051,0.167039018451703,-0.0395385931303187,0.0145803838806134,0.0461261392828304,0.0121196527185482,1,"Work"
0.00365510606417261,-0.0182542975849403,-0.00252181171427513,0.164325597098898,-0.0335083848532153,-0.00966552520251079,0.0499665878083097,-0.0461592765040825,1,"Work"
0.0161893092906915,0.0700135073119011,0.0922700844680069,0.0488649967451264,-0.0241798067769255,0.00474177556267384,0.0110720605103766,0.0436466877319051,3,"Work"
0.00585736254625621,-0.0223070553185223,-0.00547508254168069,0.0673729338465062,0.0295599325573663,-0.0022434952945405,0.0264431754132026,-0.0250712457664996,3,"Work"
0.0016122253651709,0.0122779642153355,0.0221427140923632,0.0694628002561652,0.0170989054326056,0.0243681347590691,-0.00530479219110866,0.089140333315325,3,"Work"
-0.00137821977488153,-0.00495982014243225,0.00830008171007146,0.235872943154907,-0.0162563843622899,0.0225012966275995,0.028935557767689,0.0751913222570902,3,"Work"
0.00416621190865909,-0.0409299324832551,-0.0253550592372892,0.0637879762588962,0.00969428343583595,-0.0176057630503372,0.070970928979367,-0.0735154367690215,3,"Work"
0.000643343070161517,-0.0474435690767708,-0.0379881122815888,0.0991201459485668,-0.0142606949756797,-0.00866688637232323,0.00189360354527665,-0.0226928815850483,3,"Work"
0.0780035451319878,-0.0474180414732763,-0.0397074109991531,0.0966451310183905,-0.00493622874223951,-0.00982427798183314,0.0866297888371632,-0.0380185582463549,2,"Work"
0.000167273939885142,0.0285603775788647,-0.0238456121464128,-0.0147529257734332,0.00384253151453272,0.00358055128476083,0.00679711511798047,0.0352291669256262,1,"Work"
0.000651877702341787,0.0942157122100076,-0.0150651130075242,-0.00626583522183553,-0.0201015473142805,-0.000154410559606564,0.00270331440936566,0.0327206306882082,1,"Work"
0.000564613105640048,0.0389581106934904,0.0113785303218151,0.0315499557841386,0.24351621932569,0.0126178256148001,0.0236338056797569,0.0760797368581246,2,"Work"
0.00144249843919175,0.174147708753403,-0.0754385783579094,0.0390340325733202,-0.00651626283115063,0.0270728297793121,0.0123493126724452,0.119589337970704,2,"Work"
0.0104211049554986,0.0721274374157678,0.00119714466572535,0.345258909873969,0.0101772866318457,0.00667942818436261,-0.0346952014157441,0.0867367495335788,2,"Work"
0.00407900962184351,0.074078988315469,0.0244956457639487,0.157596166738808,0.300551701230948,0.0156894482673526,0.00950639092507704,0.101996716064496,2,"Work"
0.0012295844926734,0.108711060898539,0.0618995034466643,0.075926174582485,-0.0360833433646952,-0.00357351995510213,0.00262097670381622,0.0219147496583179,2,"Work"
-0.000600880864546074,0.427880714608891,0.14500377860661,0.0015438432890054,-0.0644266383283477,0.0376019479136545,0.0112078934830162,0.134626132605749,2,"Work"
-0.000965498016566198,0.109460005262474,0.0574858310695696,0.0344627913709887,0.0672270649521481,-0.00823145345403168,-0.00113337186456722,-0.0366617648422614,2,"Work"
0.0269192757939306,0.275429855531285,0.0788601253563777,0.44074650560689,-0.0644266383283477,0.0303922868937049,-0.0128591575816698,0.0934788558287018,2,"Work"
0.00243310406078114,-0.0115333881477225,-0.0530243844499368,0.0223935985717302,0.139934637524655,-0.00926414248600107,-0.0344692345619035,-0.0343670360790835,2,"Work"
0.0130355385266638,-0.0565789058320895,-0.047120452377853,0.140183924030469,0.0296086935747776,0.00481383271845866,-0.0321436203676432,-0.00563105602168991,2,"Work"
-0.00300482451115755,-0.00944493856389397,-0.0101373441370236,0.0129568489234489,-0.0576947944459019,0.0148654502997737,-0.0237195445043419,0.0853453850704586,2,"Work"
0.00246162862435797,0.011468420352963,0.00870718632854034,0.0579471662912075,0.0000474995938640728,0.0111469685347471,-0.0265376481832636,0.0593613517429243,2,"Work"
0.00399003785996194,0.10269454725391,0.0499389215695339,0.00110135821001386,0.0577863959308978,0.0104047546284983,-0.0193995149837111,0.0466142273229814,2,"Work"
0.00108221567752794,0.0385131815949239,-0.0323712335974503,0.0808666204391683,0.000846511579655357,-0.00541866005378182,-0.00207170262084326,-0.0136815056078463,2,"Work"
0.00603958489376479,-0.0533953744480053,-0.0424580385292245,0.0343091114011629,-0.00329508251191066,0.00752928590343895,0.00457169168572846,0.0484072559578093,4,"Work"
0.00166338052412996,-0.0329982419578556,-0.0317880855325558,0.0465989484759509,0.0086594369775662,0.0172732016152093,-0.0268229976851438,0.119504490177204,4,"Work"
0.00124348224967101,0.0361805148097896,0.0439505022297088,0.113735248820322,-0.028975410215993,-0.000212008312285504,-0.00481031332237422,0.00639447118292528,2,"Work"
-0.0229554091397484,0.0566365472480922,0.0770199496144612,0.0752295562126393,-0.0211735422258453,-0.0137704555304735,0.224067197712204,-0.047243667256593,2,"Work"
-0.00156330401785603,0.0858030720759713,0.079576891521779,0.0121667990265445,0.103332542846032,0.00181919843988217,0.00494357146187892,-0.0232484532429093,2,"Work"
0.0028200600047452,-0.0290764432592707,-0.0230313716443688,0.00311238674177601,-0.0214370268130778,0.0185401097124582,-0.00832538195826036,0.0662986337590091,4,"Work"
0.0627075658779727,-0.0383956735053273,-0.0281872819285221,0.135743794685993,0.0446402607065319,0.00206429285651988,0.0103967655353008,-0.027830385956946,5,"Work"
0.00142613399462382,-0.0274379160201789,-0.0315178971664888,0.121084588574477,-0.0329035389338407,0.0250802497764647,0.00463168420463283,0.0478602430296709,5,"Work"
0.00252382877494316,-0.0211678095553636,-0.0165943383479775,0.132032790256408,-0.0407621466056896,0.0260220233297339,0.0271088095460256,0.0747367234294821,5,"Work"
-0.00132865724639219,-0.0928030248846373,-0.0784630937360933,0.0123818947633493,-0.0218375946683999,-0.0123370958287592,-0.0136921956927809,-0.0546062801119651,2,"Work"
-0.0023985876582491,-0.0362092314657507,-0.0206995927064885,0.010721498926199,-0.0127265330330761,-0.0143481152948689,-0.0318979486106645,-0.0179838287998513,2,"Work"
0.00124408486635686,-0.0725651650150018,-0.0627312243746267,0.221223575018982,0.0417976226256327,0.0124034471241974,-0.00615608563981218,0.0328792784867648,4,"Work"
-0.00375009524800407,-0.0602658305802671,-0.0461830762136279,0.482136951195832,-0.0459440164643682,-0.0114335015765186,0.0735346598953235,-0.0485573946475385,3,"Work"
0.000499102062380888,-0.0711478492705038,-0.0583579239150293,0.155471966642985,0.00724914223030161,-0.00728707147619197,0.0612048004021871,-0.0524278488209712,3,"Work"
-0.00106556155393747,-0.00384483846934855,0.000380450895379399,0.165640705750987,0.0150243121630186,-0.00352330738950417,0.0313062985476916,-0.0190332498902594,3,"Work"
-0.00141819271694988,-0.0706164633765616,-0.0635085934789518,0.260288432134265,-0.0168586015309315,-0.00488058083225891,0.0238984779896198,-0.0441348706672415,3,"Work"
-0.000428321134903689,-0.076445489646352,-0.0599220627009359,0.169135418347384,0.0452488276982872,-0.0124724008737312,0.007957451304136,-0.0523889237678522,3,"Work"
0.00387086886730561,-0.106723553400698,-0.0999564728220253,0.182514509892773,-0.0303534896680323,-0.0129392906814778,0.00752666880180737,-0.0490287190192093,3,"Work"
0.00355407043943946,0.124446806530136,0.113631940254248,0.0478007136968637,-0.0164877512859725,0.0155930450023968,0.000323231460699113,0.147884899523436,1,"Work"
0.000241433396589213,-0.00532457087193653,0.0129743435155366,0.0276306695970219,-0.00413368530669954,0.000291725610163812,-0.023896978171697,0.0227367947937161,1,"Work"
0.000983227719757244,0.0898512757105362,0.0114163825407412,0.131692535949369,-0.0373386522413753,-0.00238341324554701,-0.0100404233837844,-0.00678396004003843,2,"Work"
0.000170082625617229,0.0140607047581807,-0.106309776709922,0.0370164959553689,-0.0351515303603478,0.0279944239828845,0.00642209362768195,0.113071292568681,2,"Work"
-0.00113699501404388,-0.0704999474531385,-0.0754397264357633,-0.0311342989596862,-0.0644266383283477,0.00356221716699741,-0.0363294489452141,0.022986168420838,2,"Work"
0.00238486548889506,-0.0722940232548966,-0.0553265146956189,0.0886403598018206,0.0403891554852056,0.00489466968727556,-0.0156139925851179,0.00978935846661301,2,"Work"
0.000373914026280896,-0.0376508596590788,-0.0179547707774777,0.111365546975741,0.0315364610014701,0.00474596539014001,-0.0195995397664668,0.0104534271604275,2,"Work"
0.00501396777266859,-0.0566000779795041,-0.0488887210470491,0.192112591552145,0.054128732264705,0.00874974575457394,0.0167257312152954,-0.0149120486593119,3,"Work"
0.00241782138998383,-0.000150272934967005,0.0116466942544819,0.0792983758188885,0.028290959114792,0.00798391833347556,0.0262647520902478,0.00738657392860289,4,"Work"
0.00184205768388886,0.0495347887004522,0.0398754801215178,0.0687974940379917,-0.0638301446136705,0.0309904402682849,-0.0239652273337599,0.0862813230317086,4,"Work"
0.00124798807926483,0.0132177865555495,0.0103677374973568,0.165067612061144,-0.00772915154104833,0.0459327921339472,0.00288508723865436,0.194021493135745,4,"Work"
0.00216977495319372,0.202175951254722,0.177217996129779,-0.0220215829931316,-0.0211206427592944,0.0204177346689205,0.0601965124333812,0.0583394330403662,4,"Work"
-0.00500317004456021,0.0404076738352807,0.0144217192311318,-0.0605704226252835,-0.0644266383283477,0.00548587888789334,-0.0139599351031049,0.0351657202396452,4,"Work"
-0.0000505977136039917,-0.069572408606947,-0.0808222326439696,0.393310225585416,0.14077010524609,0.0319737703418891,0.162421951840037,0.0981050297539108,4,"Work"
